Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
002991235,,Manchester; Edinburgh printed,1880,Heywood & Son,The Poetical Works of J. C. Prince. Edited by R. A. Douglas Lithgow. L.P,PRINCE,LITHGOW,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002991235,British Library HMNTS 11612.f.4.
002991260,,London,1802.],,A Letter to ... J. Proud ... Wherein his opinions are candidly examined ... and shewn to be ... subversive of Christianity,PRINCE,PROUD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002991260,British Library HMNTS 12274.b.16.(5.)
002991261,,London,1803,,A Second Letter to ... J. Proud,PRINCE,PROUD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002991261,British Library HMNTS 12274.b.16.(6.)
002991262,,London,1804,,A Third Letter to ... J. Proud,PRINCE,PROUD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002991262,British Library HMNTS 12274.b.16.(7.)
002991344,Third edition. To which is added,Boston,1852,,[A Chronological History of New England in the form of Annals,PRINCE,DRAKE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002991344,British Library HMNTS 9602.d.6.
002991959,,London,1841,Printed for private circulation,Select Remains of J. A. Pringle [in verse; selected and arranged by Sir Andrew Halliday],PRINGLE,HALLIDAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002991959,British Library HMNTS 11642.e.42.|British Library HMNTS 3440.t.2.
002991982,,Edinburgh,1884,W. Blackwood and Sons,Towards the Mountains of the Moon. A journey in East Africa. [With a preface by A. Pringle.],PRINGLE,PRINGLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002991982,British Library HMNTS 10095.df.6.
002992063,,London,1838,,The Poetical Works of Thomas Pringle. With a sketch of his life by Leitch Ritchie,Pringle,RITCHIE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002992063,British Library HMNTS 11611.f.17.|British Library HMNTS 1162.k.27.
002992068,,London,1835,E. Moxon,[African sketches.] Narrative of a residence in South Africa ... A new edition. To which is prefixed a biographical sketch of the author by J. Conder,Pringle,CONDER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002992068,British Library HMNTS 10097.bb.16.
002992729,,London?],1857,,Lines written on reading verses of Rear-Admiral W. H. Smyth,PRIOR,SMYTH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002992729,British Library HMNTS 11649.cc.9.
002992782,,Edinburgh,1858,,The Poetical Works of Matthew Prior. With memoir and critical dissertation by G. Gilfillan,PRIOR,Gilfillan,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002992782,British Library HMNTS 11603.g.16.
002993223,,London,1729,J. Roberts,The Prisons open'd. A poem,,WESLEY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002993223,British Library HMNTS 11642.f.47.
002993494,,London,1874,,Tramps in the Tyrol ... With frontispiece and vignette by J. Proctor,PRITCHARD,PROCTOR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002993494,British Library HMNTS 10205.ccc.18.
002993534,,London,1819,,Narratives of J. Pritchard,PRITCHARD,Heurter,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002993534,British Library HMNTS 792.g.30.(5.)
002993664,,London,1866,,Polynesian Reminiscences; or,PRITCHARD,SEEMANN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002993664,British Library HMNTS 10492.g.21.
002995169,New edition,London,1866,,[Legends and Lyrics ... Fourth edition.],PROCTER,DOBSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002995169,British Library HMNTS 11651.h.29.
002995760,,London,1794,Privately printed,The Prodigal; or Marriage-à-la-mode. A comedy,,MORRES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002995760,British Library HMNTS 11779.bb.57.|British Library HMNTS 161.c.72.
002996102,,London,1820,W. Bulmer and W. Nicol,The Profligate,,WATSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002996102,British Library HMNTS 11779.k.4.|British Library HMNTS G.19066.
002997803,,London,1844,,A Prospectus of an Ethnographical Institution and Gallery of Nations [proposed by E. Dalton],,DALTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002997803,British Library HMNTS 10006.d.26.
002998150,,Dijon,1885,,Dijon pittoresque et Dijon qui s'en va,PROST,LIPPE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002998150,British Library HMNTS 10172.k.1.
002998542,,London,1718,,Protestant Popery; or,,AMHURST,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002998542,British Library HMNTS 1077.k.12.|British Library HMNTS 164.n.16.
002999642,,Bristol,[1893],E. Smith,Picturesque Antiquities of Bristol. From the original drawings by J. S. Prout. [With letterpress by R. P.],Prout,P.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002999642,British Library HMNTS 10368.k.17.
002999716,,Orléans,1887,,Voyage à Rio-Grande do Sul,PROUVENSAL DE SAINT-HILAIRE,DREUZY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002999716,British Library HMNTS 10481.ff.25.
003002486,,Darmstadt,1852,,Das Königreich Preussen in malerischen Original-Ansichten seiner interessantesten Gegenden,,POPPEL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003002486,British Library HMNTS 10255.k.8.
003002515,,Berlin,1845,,Statistik des preussischen Staats; Versuch einer Darstellung seiner Grundmacht und Kultur,,BERGHAUS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003002515,British Library HMNTS 10260.d.9.
003003351,,Scarborough,1841,Printed by W.,A supplementary letter to the correspondence between the Rev. M. H. Miller,PRYNNE,HOWARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003003351,British Library HMNTS 10347.e.30.(6.)
003003550,,Cracovie,1870,,Énumération et descriptíon sommaire de 64 manuscrits,PRZEZDZIECKI,Długosz,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003003550,British Library HMNTS 9475.cc.13.
003003589,,Stockholm,1891,,General Prschevalskij's forskningsresor i Centralasien. Efter de ryska,Przhevalʹskiĭ,Hedin,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003003589,British Library HMNTS 10077.dd.18.
003004366,,Calcutta,1885,Thacker & Co.,Ancient India as described by Ptolemy; being a translation of the chapters which describe India and Eastern Asia in the treatise on Geography written by Klaudios Ptolemaios ... with introduction,Ptolemy,MACCRINDLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003004366,British Library HMNTS 10057.d.1.|British Library OC T 4055/4
003005108,,London,1870,,Puck: his vicissitudes,,Ouida,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003005108,British Library HMNTS 12627.e.22.
003005515,[Another edition.],London,1845,T. C. Newby,[Egypt under Mehemet Ali; translated from the German,PUECKLER-MUSKAU,LLOYD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003005515,British Library HMNTS 1425.i.11.
003005641,,Salisbury,1892,Brown and Co.,Pueris Reverentia. A story for boys and masters. By the author of “The Fight at Dame Europa's School” [H. W. Pullen],,PULLEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003005641,British Library HMNTS 012641.f.34.
003005962,,Leipzig,1862,,E. Pufendorf's ... Bericht über Kaiser Leopold,PUFENDORF,HELBIG,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003005962,British Library HMNTS 9340.bbb.23.
003006488,,London,1831,Jennings & Chaplin,Paris and its Environs,Pugin,HEATH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003006488,British Library HMNTS 10174.k.17.
003006795,,Berlin,1894,,Die geistigen Bewegungen in Russland in der ersten Hälfte des XIX. Jahrhunderts. Erster Band. Die russische Gesellschaft unter Alexander I. Aus dem Russischen übertragen ven Dr. B. Minzes. Autorisierte Übersetzung der zweiten vermehrten Auflage,PUIPIN,MINZES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003006795,British Library HMNTS 9456.d.2.
003008022,,London,1853,,White,Pulszky,Pulszky,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003008022,British Library HMNTS 10411.c.31.
003008060,The second edition; with corrections,London,1805,,[A General View of the writings of Linnæus.],PULTENEY,MATON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003008060,British Library HMNTS 983.g.23.
003008688,,London,1878,,The Punjaub and North-West Frontier of India. By an old Punjaubee: Appendix,,COXE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003008688,British Library HMNTS 10058.bb.5.|British Library OC T 36199
003008734,,London,1899,Marshall Bros.,Panjabi Sketches. By two Friends [A. D. and another]. Introduction by Sir W. Muir ... With ... illustrations,,MUIR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003008734,British Library HMNTS 012625.ee.33.
003008965,,Frauenfeld,1886,,Geschichte des Thurgaus ... Zweite,PUPIKOFER,STRICKLER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003008965,British Library HMNTS 9305.e.8.
003009521,Second edition.,London,1847,,[The British American Navigator: ... originally composed by J. Purdy,PURDY,FINDLAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003009521,British Library HMNTS 1302.b.17.
003009523,,London,1839,,The Colombian Navigator or Sailing Directory for the American Coasts and the West-Indies. Volume the third. Comprehending ... the ... navigation of the Caribbean ... Sea,PURDY,LIVINGSTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003009523,British Library HMNTS 795.k.25.
003009524,,London,1847,,Volume the first (-the second) ... Being Part II. (III.) of the Sailing Directories for the Eastern Coasts and Islands of America. The Colombian Navigator. Second edition,PURDY,FINDLAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003009524,British Library HMNTS 1302.b.16.
003009527,Ninth edition,London,1845,,[Memoir ... to accompany the general Chart of the Northern Ocean,PURDY,FINDLAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003009527,British Library HMNTS 1302.b.14.
003009528,Tenth edition,London,1853,,[Memoir ... to accompany the general Chart of the Northern Ocean,PURDY,FINDLAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003009528,British Library HMNTS 10496.a.14.
003009534,Third edition,London,1844,,[The New Sailing Directory for the Ethiopic or Southern Atlantic Ocean; including the Coasts of Brazil,PURDY,FINDLAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003009534,British Library HMNTS 1302.b.8.
003009535,,London,1855,,Laurie's Sailing Directory for the Ethiopic or Southern Atlantic Ocean ... composed and arranged ... by J. Purdy. Fourth edition,PURDY,FINDLAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003009535,British Library HMNTS 10496.a.13.
003009538,,London,1856,,Laurie's Sailing Directory for the Strait of Gibraltar and the Mediterranean Sea; including the Adriatic Sea,PURDY,FINDLAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003009538,British Library HMNTS 10496.aaa.52.
003009540,,London,1855,,Lauries Sailing Directory for the navigation of the North Sea,PURDY,FINDLAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003009540,British Library HMNTS 10496.b.9.
003009972,[Another edition.] [Edited by C. C. Jones.],Augusta,1880,Privately printed,[A Memorial presented to ... the Duke of Newcastle ... concerning the present state of Carolina,PURRY,JONES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003009972,British Library HMNTS 10409.f.25.
003010076,,London,1810,J. Ebers,The Pursuits of Fashion. A satirical poem. [By E. Goulburn] ... Third edition,,GOULBURN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003010076,British Library HMNTS 11643.k.11.
003010080,,London,1794,J. Owen,The Pursuits of Literature,,MATHIAS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003010080,British Library HMNTS 11602.gg.26.(4.)
003010207,,Edinburgh,1882,W. P. Nimmo & Co.,The English Circumnavigators ... Edited with notes,PURVES,COCHRANE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003010207,British Library HMNTS 010026.f.60.
003010315,,London,1896,Chapman & Hall,South Africa: its people,PURVIS,BIGGS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003010315,British Library HMNTS 10095.b.8.
003011417,,С.П.Б,1835,,Путешествіе ко святымъ мѣстамъ въ 1830 году. [By A. N. Murav'ev.] Третье изданіе,,MURAV'EV,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003011417,British Library HMNTS 010077.p.22.
003011566,,Boston [Mass.],1886,Houghton,Old Salem. Edited by Arlo Bates,PUTNAM,BATES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003011566,British Library HMNTS 10409.e.23.
003011641,Twenty-first edition. Revised and continued to August,New York,1878,,[The World's Progress: a Dictionary of Dates. With tabular views of general history,PUTNAM,PERKINS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003011641,British Library HMNTS 9004.i.5.
003012408,,London,1884,Chapman & Hall,Russian Travellers in Mongolia and China ... Translated by J. Gordon-Cumming. [An abridged translation.],PYASETSKY,CUMMING,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003012408,British Library HMNTS 010058.ee.36.
003012409,,Paris,1883,,Voyage à travers la Mongolie et la Chine. Traduit du Russe ... par A. Kuscinski,PYASETSKY,KUSCINSKI,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003012409,British Library HMNTS 10077.k.10.
003012662,,London,1805,,A Prior Claim; a comedy in five acts [and in prose],PYE,ARNOLD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003012662,British Library HMNTS 11779.e.43.|British Library HMNTS 643.h.2.(10.)
003013348,,Brentford,1829,P. Norbury,The Maniac of the Pyrenees; or,,SHIPP,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003013348,British Library HMNTS 11779.c.78.
003013355,,London,1837,,Sketches in the Pyrenees; with some remarks on Languedoc,,BODDINGTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003013355,British Library HMNTS 1050.h.4.
003013356,,London,[1841],,Summer and Winter in the Pyrenees. By the author of “Women of England,,STICKNEY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003013356,British Library HMNTS 791.i.13.
003013416,,London,1875,,Pyrna: a Commune; or,,DAVIS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003013416,British Library HMNTS 12638.c.6.
003013705,,Bath,1817,Meyler & Son,Epistles from Bath; or,,BAYLY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003013705,British Library HMNTS 11602.ff.13.(3.)
003013768,,London,1813,T. Becket and J. Porter,Leaves of Laurel; or,Q.,W.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003013768,British Library HMNTS 1465.e.36.(1.)
003014819,,London,1788,,A Quarter of an Hour before Dinner; or,,ROSE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003014819,British Library HMNTS 11777.d.75.|British Library HMNTS 643.e.17.(2.)
003014995,,London,1895,Macmillan & Co.,The Pygmies ... Translated by F. Starr,Quatrefages,STARR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003014995,British Library HMNTS 10007.bbb.26.
003014997,,London,1872,,The Prussian Race ethnologically considered. To which is appended some account of the Bombardment of the Museum of Natural History,Quatrefages,INNES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003014997,British Library HMNTS 10006.de.14.
003015001,,London,1857,,The Rambles of a Naturalist on the coasts of France,Quatrefages,OTTÉ,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003015001,British Library HMNTS 10107.c.11.
003015947,,London,1865 [1864],,The Queen of the County. By the author of “Margaret and her Bridesmaids” [Julia Cecilia Stretton.] etc,,DE WINTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003015947,British Library HMNTS 12635.aa.6.
003015967,,London,[1838.],O. Hodgson,The Queen's Own Songster; comic and sentimental; as sung at the Queen's and all other theatres,,HODGSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003015967,British Library HMNTS 11602.ee.29.(5.)|British Library HMNTS 1489.r.129.
003016379,,London,1876,,The Queen of the Colonies; or,,THORNE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003016379,British Library HMNTS 10492.e.11.
003016578,,London,[1848],,The Truth in regard to England in 1817. By a Frenchman. Edited by J. A. Viévard]. Translated by W. T. Young,QUÉLEN DE STUER DE CAUSSADE DE LA VAUGUYON,VIÉVARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003016578,British Library HMNTS 791.h.8.
003018675,,London,1895,Longmans & Co.,Journal of a few months' residence in Portugal and glimpses of the South of Spain ... New edition. Edited,QUILLINAN,LEE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003018675,British Library HMNTS 10161.bb.22.
003018918,,London,1675,J. C. for Nich. Cox,[Agrippa,QUINAULT,D.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003018918,British Library HMNTS 643.d.79.
003019075,,London,1713,,A Poem to the Memory of the Reverend J. Stennett,QUINCY,STENNETT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003019075,British Library HMNTS 643.l.26.(12.)
003019108,,Boston [Mass.],1846,,The memory of the late James Grahame,QUINCY,BANCROFT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003019108,British Library HMNTS 1061.k.22.
003020710,,London,,,The Quiver of Love. A collection of Valentines ancient and modern. With illustrations,,CRANE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003020710,British Library HMNTS 11651.g.2.
003020773,,Edinburgh,1873,,Quixstar. A novel. By the Author of “Blindpits” [Elizabeth Taylor],,TAYLOR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003020773,British Library HMNTS 12630.g.10.
003020816,,London,[1894.],Leadenhall Press,Doctor Quodlibet. A study in ethics,,FULLER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003020816,British Library HMNTS 012630.h.31.
003020996,,London,1856,,Gleanings after “Grand Tour”-ists. [The preface is signed,,ROWAN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003020996,British Library HMNTS 10107.c.5.
003021326,,London,1879,,Isabel Trevithoe: a poem. By C. A. R. [i.e. Caroline Alice Roberts,R.,ROBERTS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003021326,British Library HMNTS 11652.h.20.
003021346,[Another edition.],London,[1873],,[Ye Comical Rhymes of Ancient Times. Dug up into jokes for small folks. By C[harles] H[enry] R[oss].],R.,ROSS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003021346,British Library HMNTS 11652.bb.39.
003021594,,Newark,1893,S. Whiles,Parish Memorials relating to Norton Disney in the Diocese and County of Lincoln. By a country vicar. [Prefatory note signed: G. R.,R.,ROBERTS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003021594,British Library HMNTS 010360.ee.25.|British Library HMNTS 010358.h.30.
003021798,,London,1888.],,Imperial Poems. (The Pilgrim Mother.-Funeral dirge for the Prince Imperial.) By J. R. [i.e. James Rae.],J. R.,RAE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003021798,British Library HMNTS 11602.gg.27.(1.)
003021995,,Warszawa,1850,,W Alpach i za Alpani,R.,RAUTENSTRAUCHOWA,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003021995,British Library HMNTS 10129.ee.34.
003022202,,we Lwowie,1892,,Ostatnia Wajewodzina Wileńska,R.,RADZIWIŁŁ,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003022202,British Library HMNTS 9454.d.6.
003022208,,Abbeville,[1897?],,Jean Chouan et la Chouannerie. [The preface signed: Michel de R***.],R***,COTTEREAU,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003022208,British Library HMNTS 9231.cc.5.
003022241,,Privately printed: [Edinburgh,,,Leaves from a Journal [by P. R.,R.,ROBERTSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003022241,British Library HMNTS 11645.h.11.
003022425,,Croydon,1795,,The British Harmonist; a collection of original songs,R.,READ,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003022425,British Library HMNTS 1077.k.60.
003022543,,London,1633,Printed by Aug. Mathewes for William Sheares,A Match at Mid-night. A pleasant comœdie: as it hath been acted by the Childrene of the Revels. Written by W. R. [i.e. William Rowley.],R.,ROWLEY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003022543,British Library HMNTS C.12.f.1.(2.)|British Library HMNTS Ashley1455.|British Library HMNTS 644.c.14.
003022545,,London,1638,J. Okes,A Merrie and Pleasant Comedy ... called A Shoomaker a Gentleman. [In five acts,R.,ROWLEY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003022545,British Library HMNTS 644.c.16.|British Library HMNTS C.12.f.1.(4.)
003022568,,London,1682,James Courtney,The Christmas Ordinary,R.,RICHARDS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003022568,British Library HMNTS 643.d.10.
003022594,,London,1819,,Letters from the North of Italy,R.,ROSE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003022594,British Library HMNTS 1049.i.17.
003024282,,London,1854,,The House of Raby; or,,WINNARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003024282,British Library HMNTS 12628.d.15.
003024902,,London,1844,H. Wix,The Death of Athaliah,RACINE,TROLLOPE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003024902,British Library HMNTS 11781.gg.5.
003025253,,Agram,1869,,Fiume gegenüber Croatien. Aus dem Kroatischen übersetzt von X. Y. (Beilagen.),RAČKI,Y.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003025253,British Library HMNTS 10210.e.28.
003026189,,Paramaribo,1846,,Verslag eener reis naar Demerary,RADERS,WOLFSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003026189,British Library HMNTS 10481.dd.9.
003026434,,D. Nutt: London,,,Good Night. [Verses.] ... With designs by L. Davis,RADFORD,Davis,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003026434,British Library HMNTS 011652.l.44.
003026436,,pp. vii. 76. E. Mathews: London,,,A Light Load ... With designs by B. E. Parsons,RADFORD,PARSONS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003026436,British Library HMNTS 011652.l.84.
003026441,,ff. 28. D. Nutt: London,,,Songs for Somebody. Pictured by G. M. B[radley],RADFORD,B.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003026441,British Library HMNTS 011652.g.7.|British Library HMNTS 12803.w.11.
003026531,,Leeds,1891,R. Jackson,Yorkshire by the Sea ... With ... etchings and ... drawings ... by J. A. Symington,RADFORD,SYMINGTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003026531,British Library HMNTS 10368.l.2.
003028091,,Петербургъ,1879,,Похожденіе въ Землю Святую Князя Радивила Сиротки 1582-1584. Приготовилъ къ печати и объяснилъ ... П. А. Гильтебрандтъ,RADZIWIŁŁ,GIL'TEBRANDT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003028091,British Library HMNTS 10077.i.24.
003028266,,London,1854,,The melancholy fate of Sir J. Franklin and his party,RAE,Franklin,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003028266,British Library HMNTS 10460.e.17.
003029083,,Madrid,1881,,Viaje á Nueva Guinea (Traduccion y arreglo del Dr. Moreno). ... Los dibujos ... hechos por M. E. Mesplés,RAFFRAY,MESPLÈS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003029083,British Library HMNTS 10492.i.2.
003029216,,London,1798,,Songs,,CROSS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003029216,British Library HMNTS 643.f.9.(1.)
003029444,,London,1834,,The Diety,RAGG,TAYLOR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003029444,British Library HMNTS 994.a.23.
003029507,,Milano,1805,,Ragguaglio del viaggio compendioso di un dilettante antiquario sorpreso da'Corsari,,B.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003029507,British Library HMNTS 07708.g.38.|British Library HMNTS 10095.e.26.
003030800,,Lima,1873,,El Departamento de Ancachs y sus riquezas minerales ... Publicado por E. Meiggs,RAIMONDI,MEIGGS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003030800,British Library HMNTS 10480.g.14.
003031773,,Paris,1887,,La création de l'homme et les premiers âges de l'humanité ... Ouvrage illustré,RAISON DU CLEUZIOU,FLAMMARION,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003031773,British Library HMNTS 10007.k.2.
003032008,,London,1890,Smith,The Rajah's Heir. A novel. By Charlotte Despard,,DESPARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003032008,British Library HMNTS 012640.f.5.|British Library OC T 7798
003032384,,London,1693,For R. Taylor,The Rake: or,,AMES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003032384,British Library HMNTS 840.h.7.(2.)|British Library HMNTS 1077.l.3.(5.)
003033148,,London,[1869.],,Ralph the Bailiff,,Braddon,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003033148,British Library HMNTS 12618.g.8.
003033339,,Bruxelles,1864,,Documents relatifs à la Nonciature de l'Évêque d'Acqui,RAM,VORSTIUS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003033339,British Library HMNTS 9406.d.10.
003033626,,London,1798,,Songs,,COBB,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003033626,British Library HMNTS 643.h.11.(10.)
003033760,,Porto,1876,,As Praias de Portugal. Guia do banhista e do viajante. Com desenhos de E. Pimentel,RAMALHO DE MACEDO ORTIGÃO,PIMENTEL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003033760,British Library HMNTS 10160.ee.6.
003034307,,London,1879,,The History of Russia from the earliest times to 1877 ... Translated by L. B. Lang [with additions and emendations by the author]. ... With illustrations,RAMBAUD,LANG,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003034307,British Library HMNTS 9456.c.4.
003034308,,Boston [Mass.],1886,Estes & Lauriat,History of Russia,RAMBAUD,DOLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003034308,British Library HMNTS 9454.c.10.|British Library HMNTS 09456.df.60.
003034961,,Montevideo,1884,,Artigas. Debate entre “El Sud-América” de Buenos Aires y “La Razón” de Montevideo,RAMÍREZ,ARTIGAS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003034961,British Library HMNTS 9772.de.7.
