Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
000133917,,London,1876,Longmans & Co.,The Atelier du Lys; or,,Roberts,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000133917,British Library HMNTS 12628.d.1.
000133918,[Another edition.],London,1877 [1876],Longmans & Co.,[The Atelier du Lys; or,,Roberts,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000133918,British Library HMNTS 12638.m.19.
000133978,,London,1836,John Hearne,A Brief Account of the Researches and Discoveries in Upper Egypt,ATHANASI,SALT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000133978,British Library HMNTS 790.f.26.
000134300,,London,1756,L. Davis & C. Reymers,Athelstan. A tragedy. [In verse. By John Brown,,BROWN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000134300,British Library HMNTS 643.g.6.(10.)|British Library HMNTS 95.i.21.(3.)
000134835,,London,1812,White,A Letter from Athens,,KELSALL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000134835,British Library HMNTS 11641.i.1.
000134862,,London,1888,Elliot Stock,The Dramatic Works of E. Atherstone ... Edited by ... Mary E. Atherstone,ATHERSTONE,ATHERSTONE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000134862,British Library HMNTS 11781.f.56.
000134968,,London,1861,Saunders,Adrift: or,ATHERTON,FOWLER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000134968,British Library HMNTS 12632.dd.3.
000136478,,Salisbury,1855,F. A. Blake,Reminiscences. A topographical account of Market Lavington ... Also,ATLEY,ROBERTS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000136478,British Library HMNTS 10352.b.14.
000137423,,Meriden,1895,Journal Publishing Co.,History of the Town of Plymouth,ATWATER,GRIGGS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000137423,British Library HMNTS 10412.e.24.
000137729,,Leipzig,1874,,Ein Polarsommer. Reise nach Lappland und Kanin ... Mit vier Abbildungen ... und einer Karte,AUBEL,AUBEL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000137729,British Library HMNTS 10460.ee.30.
000138105,,Paris; Moulins,1896,,Les Fiefs du Bourbonnais. La Palisse,AUBERT DE LA FAIGE,LA BOUTRESSE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000138105,British Library HMNTS 10172.i.19.
000138625,,Trévoux,1868,,Mémoires pour servir à l'histoire de Dombes ... Publiés pour la première fois,AUBRET,GUIGUE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000138625,British Library HMNTS 10171.h.6.
000139282,,London,1843,Alfred Greenland,Professional Excursions,,SIMPSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000139282,British Library HMNTS 1430.d.17.
000139716,,Paris,1873,,La Terreur en Bourbonnais. [With an introduction by A. Fayet.],AUDIAT,FAYET,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000139716,British Library HMNTS 9226.g.13.
000140761,,München,1897,,Führer durch die k. Residenz zu München. Historischtopographische Beschreibung,AUFLEGER,SCHMID,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000140761,British Library HMNTS 10250.pp.49.
000140848,,Rouen,1890,,Les Environs de Rouen ... Dessins par Fraipont. [Edited by E. Auge.],AUGE,FRAIPONT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000140848,British Library HMNTS 10170.l.4.
000140879,,Paris,1877,,Routes et étapes. Quinze eaux-fortes par W.-T. Grommé,AUGÉ DE LASSUS,GROMMÉ,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000140879,British Library HMNTS 10026.l.4.
000141476,,London,1835,Richard Bentley,The Career of Don Carlos,AUGET DE SAINT-SYLVAIN,MERLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000141476,British Library HMNTS 1060.g.20.
000142998,,London,1878,Sampson Low & Co.,Auld Lang Syne. By the author of “The Wreck of the 'Grosvenor”' [i.e. William Clark Russell],,RUSSELL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000142998,British Library HMNTS 12641.ee.5.
000143268,,Paris,1872,,Histoire de deux ans,AUNAY,FAURE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000143268,British Library HMNTS 9231.m.3.
000144509,[Another edition.] Illustrated by Hugh Thomson. With an introduction by Austin Dobson.,London,1896,Macmillan & Co.,[Emma. New edition.]: Single Works,Austen,DOBSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000144509,British Library HMNTS 012621.h.27.
000144558,[Another edition.] Illustrated by Hugh Thomson. With an introduction by Austin Dobson.,London,1897,Macmillan & Co.,[Mansfield Park: a novel.]: Single Works,Austen,DOBSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000144558,British Library HMNTS 012621.h.38.
000144597,,London,1897,Macmillan & Co.,Northanger Abbey and Persuasion ... With illustrations by Hugh Thomson and an introduction by Austin Dobson: Single Works,Austen,Dobson,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000144597,British Library HMNTS 012624.ee.28.
000144653,,enk,1895,Macmillan & Co.,Pride and prejudice,Austen,Brock,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000144653,British Library HMNTS 012621.h.17.
000144749,,enk,1896,Macmillan and Co.,Sense and sensibility,Austen,Dobson,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000144749,British Library HMNTS 012624.g.5.
000147495,,Adelaide,1882,Advertiser General Printing Office,Memories of Early Days in South Australia. [By Mrs. Alfred Watts.]: Appendix,,WATTS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000147495,British Library HMNTS 10099.k.41.
000147555,,Perth,1892,,Western Australia in 1891. By Francis Hart. [With maps and plates.]: Miscellaneous Official Publications,,HART,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000147555,British Library HMNTS 10492.ee.25.
000147715,,London,1842,Smith,Western Australia,,GILL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000147715,British Library HMNTS 1304.k.16.
000147808,,London,1823,Smith,Hints from the Journal of an Australian Squatter,,Caswall,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000147808,British Library HMNTS 1431.d.16.
000150264,,London,1827,John Murray,Two Years in Ava,,TRANT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000150264,British Library HMNTS 1046.c.9.|British Library OC T 10475|British Library OC V 1788
000151889,,Paris,1857,,Considérations géographiques sur l'histoire du Brésil. Examen d'une nouvelle histoire générale du Brésil récemment publiée ... par M. François-Adolphe de Varnhagen ... Rapport fait à la Société de Géographie de Paris,AVEZAC-MACAYA,VARNHAGEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000151889,British Library HMNTS 10481.g.16.
000151904,,Paris,1869,,Les Navigations terre-neuviennes de Jean & Sébastien Cabot. Lettre au révérend Leonard-Woods,AVEZAC-MACAYA,CABOT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000151904,British Library HMNTS 10460.f.13.
000151907,,Paris,1846,,Note sur la première expédition de Béthencourt aux Canaries et sur le degré d'habileté nautique des Portugais à cette époque,AVEZAC-MACAYA,BÉTHENCOURT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000151907,British Library HMNTS 10095.e.9.
000151917,,Paris,1858,,Les Voyages de Améric Vespuce au compte de l'Espagne et les mesures itinéraires employées par les marins espagnols et portugais des XVe et XVIe siècles,AVEZAC-MACAYA,VARNHAGEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000151917,British Library HMNTS 10480.e.9.
000152291,,London,1853,Smith,Avillion,,Craik,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000152291,British Library HMNTS 12627.e.11.
000152579,,London,1792,J. Johnson; R. Faulder,L'Avocat du diable: the Devil's Advocate; or Satan versus Pictor. Tried before the Court of uncommon pleas. [In verse. By Alexander Geddes.],,GEDDES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000152579,British Library HMNTS 11641.h.11.(5.)
000155295,,Madrid,1847,,Descripcion é historia del Paraguay y del Rio de la Plata,Azara,AZARA,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000155295,British Library HMNTS 10480.e.4.|British Library HMNTS 1560/2193.
000155304,,Madrid,1847,,Memorias sobre el estado rural del Rio de la Plata en 1801; demarcacion de límites entre el Brasil y el Paraguay á últimos del siglo XVIII,Azara,AZARA,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000155304,British Library HMNTS 10480.dd.22.
000155307,Segunda edicion.,Montevideo,1850,,[Viajes por la América del Sur ... desde 1789 hasta 1801. En los cuales se da una descripcion geográfica,Azara,RIVADAVIA,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000155307,British Library HMNTS 10481.ff.38.
000156291,,London,1868,Whittaker & Co.,Edwy and Elgiva: a romance of the olden time. By B........ and A,,EDWY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000156291,British Library HMNTS 12621.h.2.
000156352,,T. C. Newby; London,[1855.],,The County Magistrate. A novel. By Lord B****** [i.e. F. R. Chichester,,CHICHESTER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000156352,British Library HMNTS 12629.c.1.
000156353,,London,1852,T. C. Newby,The Farce of Life. A novel. By Lord B******* [i.e. F. R. Chichester,,CHICHESTER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000156353,British Library HMNTS 12625.d.1.
000156354,,London,1859,T. C. Newby,The Fate of Folly ... By Lord B******* [i.e. F. R. Chichester,,CHICHESTER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000156354,British Library HMNTS 12635.b.2.
000156356,,London,1853,T. C. Newby,Wealth and Labour. A novel. By Lord B******* [i.e. F. R. Chichester,,CHICHESTER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000156356,British Library HMNTS 12627.b.1.
000156358,,London,1851,T. C. Newby,Masters and Workmen. A tale illustrative of the social and moral condition of the people. By Lord B- [i.e. F. R. Chichester,,CHICHESTER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000156358,British Library HMNTS 12624.a.1.
000156460,,London,1762,For William Owen,Resignation. In two parts,,BOSCAWEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000156460,British Library HMNTS 644.k.19.(2.)|British Library HMNTS 840.k.8.(2.)
000156798,,pp. 95. Erskine Macdonald: London,,,Reflections. [Verses.] By A. M. B. [i.e. A. M. Bulkley.],B.,BULKLEY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000156798,British Library HMNTS 011645.e.17.
000157004,,Philadelphia,[1872]],W. B. Evans & Co.,France and her People. By C. C. B. [i.e. C. C. Benton.],B.,BENTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000157004,British Library HMNTS 10169.bbb.31.
000157238,,London,1856,Hurst & Blackett,Lays of Memory,B.,BENSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000157238,British Library HMNTS 11647.e.7.
000157305,,Bath,1844,Printed for the Author,The Hurricane: a poem,B.,BURT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000157305,British Library HMNTS 11646.h.8.
000157348,,London,[1858.],C. F. Hodgson,Songs of Eternal Life. Translated by E. F. B. [i.e. Emma Frances Bevan.],B.,BEVAN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000157348,British Library HMNTS 11648.f.19.
000157349,,London,1858,Seeley,Songs of Eternal Life. Translated from the German (by E. F. B.) With illustrations,B.,BEVAN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000157349,British Library HMNTS 11648.g.1.
000157371,,London,1836,Saunders & Otley,The Duchess de la Vallière. A play in five acts. By the author of “Eugene Aram,B.,LA BAUME LE BLANC,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000157371,British Library HMNTS 11781.g.54.
000157374,,London,1875.],,John's [i.e. John Hunt's] Birth-day,B.,BLANCHARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000157374,British Library HMNTS 11602.f.2.(23.)
000157633,,pp. xi. 59. J. Parker & Co.: Oxford,,,The Battle of Maldon,B.,BUTTERFIELD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000157633,British Library HMNTS 011651.i.42.
000157754,,London,[1836?],3. Privately printed,An Offering to the Muses,B.,BUDD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000157754,British Library HMNTS 11642.c.19.
000157921,,London,1896 [1895],Simpkin,Duty's Call. A story of a girl's work in the service of others,B.,BURDEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000157921,British Library HMNTS 012624.ee.12.
000158052,,London,1871,J. D. Potter,The Cruise round the World of the Flying Squadron 1869-1870,B.,CAVENDISH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158052,British Library HMNTS 10028.e.10.
000158107,,Budapest,1897,,Magyarország 1848/49. évi függetlenségi harczának katonai története. Irta: B. J. [i.e. Breit J.],B.,BREIT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158107,British Library HMNTS 09315.e.56.
000158296,,Québec,1887,,Voyage au Canada ... fait depuis l'an 1751 à 1761 par J. C. B. [i.e. J. C. Bonnefons? With an introduction by H. R. Casgrain.],B.,BONNEFONS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158296,British Library HMNTS 10470.f.18.
000158370,,Aberdeen?,1894.],,“Bobs.” [A poem on Robert Anderson signed: J. M. B.,Becker,BULLOCH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158370,British Library HMNTS 11643.dd.14.
000158403,,London,1879,Longmans,Brian Boru. A tragedy. By J. T. B. [i.e. Joshua T. Bottle. In verse.],B.,BOTTLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158403,British Library HMNTS 11781.ee.26.
000158408,,London,1852,Edward West,Miscellaneous Poems,B.,BULLOCK,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158408,British Library HMNTS 11645.g.24.
000158459,,Kolozsvártt,1872,,Helység-névtár. A királyhágon inneni rész-Erdély-községeinek betürendes névtára ... összeállitotta B. L,B.,SZABÓ,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158459,British Library HMNTS 10210.eee.8.
000158480,,Birmingham,[1877]],J. J. Davis,Recollections of New Street,B.,BENTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158480,British Library HMNTS 010352.aaa.23.
000158712,,Paris,1843,,Réponse aux articles de M. Buchon,B.,BUCHON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158712,British Library HMNTS 1131.g.30.
000158754,,Baltimore,1871,Kelly,Bubbles and Ballast. Being a description of life in Paris during the brilliant days of the Empire; a tour through Belgium and Holland,B.,BOULIGNY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158754,British Library HMNTS 10106.ee.9.
000158952,,London,1874,Robert Hardwicke,Swythamley and its Neighbourhood,B.,BROCKLEHURST,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000158952,British Library HMNTS 010358.f.45.
000159267,,Lee,1881,Ye author,Tradesmen versus Salesmen!! A rhyme concerning foot-gear,B.,BUNNING,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159267,British Library HMNTS 11652.k.10.
000159421,,London,1886,Griffith,The Briny Deep; or,B.,BOULTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159421,British Library HMNTS 10026.f.7.
000159457,,London,1837,Manning & Smithson,The White Lady. A legend of Artagh. [Signed: T. W. B.,B.,BEAUMONT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159457,British Library HMNTS 11644.h.9.
000159509,[Another edition.] A facsimile reproduction of the edition of 1807. With an introduction by Charles Welsh.,London,1883,Griffith & Farran,[The Elephant's Ball and Grand Fete Champetre. [In verse.] Intended as companion to those much admired pieces,B.,Mulready,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159509,British Library HMNTS 11645.ff.30.(4.)
000159541,,Bristol,1892,Allen,Notes of a Voyage in the Orient Steamship Company's S.S. “Garonne,B.,BUTLER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159541,British Library HMNTS 010077.e.98.
000159595,,London,1876,Sampson Low & Co.,This Son of Vulcan. A novel. By the authors of “Ready-money Mortiboy,Besant,Rice,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000159595,British Library HMNTS 12636.l.4.
